headlines,headline_url
"China Larang Kapal Berlayar di Utara Taiwan, Ini Alasannya",https://www.kompas.com/global/read/2023/04/13/210100670/china-larang-kapal-berlayar-di-utara-taiwan-ini-alasannya
"Israel Batasi Perayaan Paskah Kristen Ortodoks di Yerusalem, Pemimpin Gereja Masa Bodoh",https://www.kompas.com/global/read/2023/04/13/203100970/israel-batasi-perayaan-paskah-kristen-ortodoks-di-yerusalem-pemimpin
Penentang Putin Alexei Navalny Disebut Dibunuh Perlahan di Penjara,https://www.kompas.com/global/read/2023/04/13/200100570/penentang-putin-alexei-navalny-disebut-dibunuh-perlahan-di-penjara
Penyelidikan The Washington Post: Pembocor Dokumen Rahasia AS Bekerja di Pangkalan Militer,https://www.kompas.com/global/read/2023/04/13/193100070/penyelidikan-the-washington-post--pembocor-dokumen-rahasia-as-bekerja-di
"Inilah Negara dengan Tarif Listrik Termahal, Rp 10.000 per KWh",https://www.kompas.com/global/read/2023/04/13/190100670/inilah-negara-dengan-tarif-listrik-termahal-rp-10.000-per-kwh
Bank Dunia Beri 200 Juta Dollar AS Benahi Infrastruktur Energi Ukraina,https://www.kompas.com/global/read/2023/04/13/183000970/bank-dunia-beri-200-juta-dollar-as-benahi-infrastruktur-energi-ukraina
"Grup Wagner Klaim Kuasai 80 Persen Bakhmut, Ukraina: Itu Tidak Benar",https://www.kompas.com/global/read/2023/04/13/180100370/grup-wagner-klaim-kuasai-80-persen-bakhmut-ukraina--itu-tidak-benar
Jepang Cabut Perintah Evakuasi Rudal Korut karena Kesalahan Sistem,https://www.kompas.com/global/read/2023/04/13/171500470/jepang-cabut-perintah-evakuasi-rudal-korut-karena-kesalahan-sistem
Taiwan Sebut Zona Larangan Terbang China Pengaruhi 33 Penerbangan,https://www.kompas.com/global/read/2023/04/13/171500070/taiwan-sebut-zona-larangan-terbang-china-pengaruhi-33-penerbangan
Ayah Gadis yang Menggambar Seni Anti-Perang Diekstradisi ke Rusia,https://www.kompas.com/global/read/2023/04/13/163000470/ayah-gadis-yang-menggambar-seni-anti-perang-diekstradisi-ke-rusia
"China Menanti Kepulangan Ya Ya, Panda yang Diduga Diperlakukan Buruk oleh Kebun Binatang AS",https://www.kompas.com/global/read/2023/04/13/154900270/china-menanti-kepulangan-ya-ya-panda-yang-diduga-diperlakukan-buruk-oleh
"Putus Cinta, Pria Ini Bakar Mantan Pacarnya di Alun-alun",https://www.kompas.com/global/read/2023/04/13/150300570/putus-cinta-pria-ini-bakar-mantan-pacarnya-di-alun-alun
Para Saksi Diselidiki Terkait Dokumen Rahasia AS di Rumah Trump,https://www.kompas.com/global/read/2023/04/13/141500770/para-saksi-diselidiki-terkait-dokumen-rahasia-as-di-rumah-trump
Pembocor File Intelijen AS Diduga Admin Ruang Obrolan Discord,https://www.kompas.com/global/read/2023/04/13/133000970/pembocor-file-intelijen-as-diduga-admin-ruang-obrolan-discord
Pangeran Harry Akan Datang ke Penobatan Raja Charles III Tanpa Meghan,https://www.kompas.com/global/read/2023/04/13/124700570/pangeran-harry-akan-datang-ke-penobatan-raja-charles-iii-tanpa-meghan
Dokumen AS yang Bocor Soroti Langkah Serbia Bantu Ukraina,https://www.kompas.com/global/read/2023/04/13/120000370/dokumen-as-yang-bocor-soroti-langkah-serbia-bantu-ukraina
"Rusia Perketat UU Wajib Militer, Persulit Tentara untuk Kabur",https://www.kompas.com/global/read/2023/04/13/111500670/rusia-perketat-uu-wajib-militer-persulit-tentara-untuk-kabur
Rangkuman Hari Ke-413 Serangan Rusia ke Ukraina: India Dimintai Bantuan | Permintaan Senjata ke Spanyol,https://www.kompas.com/global/read/2023/04/13/103600270/rangkuman-hari-ke-413-serangan-rusia-ke-ukraina--india-dimintai-bantuan
Belajar Kesederhanaan dari Pemimpin di Negeri Singa,https://www.kompas.com/global/read/2023/04/13/094608170/belajar-kesederhanaan-dari-pemimpin-di-negeri-singa
"Korea Utara Luncurkan Rudal, Jepang Minta Warga Hokkaido Berlindung",https://www.kompas.com/global/read/2023/04/13/092500570/korea-utara-luncurkan-rudal-jepang-minta-warga-hokkaido-berlindung
"Trump Gugat Mantan Pengacaranya, Michael Cohen, atas Kasus dengan Stormy Daniels",https://www.kompas.com/global/read/2023/04/13/084900870/trump-gugat-mantan-pengacaranya-michael-cohen-atas-kasus-dengan-stormy
Ukraina Minta Bantuan India meski Sekutu Rusia,https://www.kompas.com/global/read/2023/04/13/074300470/ukraina-minta-bantuan-india-meski-sekutu-rusia
[POPULER GLOBAL] Misteri Hilangnya Gadis Vatikan | Turis Potong Rambut Rp 400.000 di Malaysia,https://www.kompas.com/global/read/2023/04/13/070200270/-populer-global-misteri-hilangnya-gadis-vatikan-turis-potong-rambut-rp
"Zelensky Sebut Rusia ""Binatang Buas"" soal Video Tentara Ukraina Dieksekusi",https://www.kompas.com/global/read/2023/04/13/061100470/zelensky-sebut-rusia-binatang-buas-soal-video-tentara-ukraina-dieksekusi
"Dinilai Pasang Tarif Kemahalan, Barbershop Malaysia Akan Ditindak",https://www.kompas.com/global/read/2023/04/12/223000970/dinilai-pasang-tarif-kemahalan-barbershop-malaysia-akan-ditindak
"Lotre Hadiah Ultah Jackpot Rp 14,8 Miliar, Remaja Ini Kaya Mendadak",https://www.kompas.com/global/read/2023/04/12/220000570/lotre-hadiah-ultah-jackpot-rp-14-8-miliar-remaja-ini-kaya-mendadak
China Sebut Simulasi Pengepungan Taiwan Peringatan Serius,https://www.kompas.com/global/read/2023/04/12/213000970/china-sebut-simulasi-pengepungan-taiwan-peringatan-serius
"Viral Video Wanita Melahirkan di Trotoar, Sebelumnya Konsumsi Narkoba",https://www.kompas.com/global/read/2023/04/12/210600570/viral-video-wanita-melahirkan-di-trotoar-sebelumnya-konsumsi-narkoba
Elon Musk Tak Tahu Mengapa Twitter India Hapus Cuitan Dokumenter Modi,https://www.kompas.com/global/read/2023/04/12/204500770/elon-musk-tak-tahu-mengapa-twitter-india-hapus-cuitan-dokumenter-modi
Rusia: Dokumen AS Bocor untuk Tipu Kami,https://www.kompas.com/global/read/2023/04/12/203500370/rusia--dokumen-as-bocor-untuk-tipu-kami
Musisi Tua Ukraina Bersumpah Mainkan Trombone Hingga Perang Usai,https://www.kompas.com/global/read/2023/04/12/201500870/musisi-tua-ukraina-bersumpah-mainkan-trombone-hingga-perang-usai
Trump Sebut Macron Cium Pantat Xi Jinping,https://www.kompas.com/global/read/2023/04/12/200100270/trump-sebut-macron-cium-pantat-xi-jinping
